,Index,ID,Provinz,Ort,Breite,Länge,Text,_7,_8,_9
30,4156,EDCS-23800776,Apulia et Calabria / Regio II,Troia / Aecae,41.363128,15.312347,Cocidi(a)e / Saturnin(a)e / b(ene) m(e)r(enti) / co(n)iugi / fecit / Flavius / Restitutus,101,200,
31,4185,EDCS-08201219,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Fortunatae / et / Arethusae / Aprilis frate[r] / b(ene) m(erenti) f(ecit),101,200,mulieres;  nomen singulare;  viri
32,4190,EDCS-08201286,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Titiolaeiae / Isiadi / Titiolaeia / Plias / filiae dulci/ssimae posu/it b(ene) m(erenti),101,200,mulieres;  tria nomina
33,4208,EDCS-09001245,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Lucifero / Rufines(!) ser(vo) / colono / Daphne cons(erva) / Salvius fil(ius) / b(ene) m(erenti) p(osuerunt),201,300,servi/servae
34,4211,EDCS-09401386,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Acciae / Moderatae / Obellius / Firmus / sorori b(ene) m(erenti) / p(osuit),101,150,
35,4215,EDCS-28801233,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Amoenae / Ulpi Histri ser(vae) / Ursula mater / Amoenus frater / Pyladio conser/v&lt;u=O&gt;s eius b(ene) m(erenti) p(osuerunt),151,200,servi/servae
36,4219,EDCS-28900462,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Augen[3] / [Fir]millae [3] / [3]nis ser(vae) / Thalamu[s] / Seppi Ce[3] / amic(a)e ben[e mer(enti)] / p(osuit),151,250,
37,4223,EDCS-28900466,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,] cum [3] / [3]ius C[3] / b(ene) m(erenti) [p(osuit?)],101,200,
38,4228,EDCS-28900474,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,]OL[3] / Celad[o 3] / Arsino[e 3] / b(ene) m(erenti) [p(osuit)],101,200,
39,4229,EDCS-28900475,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,]a Cerialis / [3]atri / b(ene) m(erenti) [p(osuit)],101,200,
40,4233,EDCS-09001248,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Cn(aeo) Cornelio / Primigenio / Cornelia / Chrysodice / coniugi b(ene) m(erenti) / f(ecit),31,170,mulieres;  viri
41,4234,EDCS-09401390,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,M(arcus) Creperius / [T]heomnestus / Creperiae / Geminae l(ibertae) / [mat]ri et Luciliae / [3]iti be/[ne mere]ntibus f(ecit),1,100,liberti/libertae
42,4235,EDCS-28900482,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Cris/pinus / Alban/ae co/nser(vae) / [b(ene)] m(erenti) p(osuit),126,275,
43,4240,EDCS-09401391,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Firmiae Faus/tillae Calli/machus bene merenti / p(osuit),101,200,
44,4242,EDCS-28900496,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,] / [F]irmus / conser&lt;v=B&gt;us / b(ene) m(erenti) p(osuit),126,275,servi/servae
45,4247,EDCS-09401392,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,Q(uinto) Herennio / Epaphrae / Magia Felicla / et C(aius) Turranius / Crescens fil(io) / b(ene) m(erenti) p(osuerunt),51,150,
46,4255,EDCS-09401400,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,[3] Mario Felici / patri / [3] Marius Rufinus / et Savia Saturnina / uxor b(ene) m(erenti) p(osuerunt),101,200,
47,4261,EDCS-09400188,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,] / Ost(i)ensi / Septimina / conserva / bene m(erenti) p(osuit),171,200,
48,4271,EDCS-29200333,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,[3 Pub]licius / Maximus / annor(um) XIIII / Hermes pat(er) / [E]uticia mat(er) / f(ilio) b(ene) m(erenti) p(osuerunt),101,200,
49,4272,EDCS-29200334,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,] Pulio [3] / Lucife[ro 3] / [3] Preto[3] / [3]rto Pre[3] / [3]lius Pr[3] / [p]atron[o] / bene m[erenti] / [,231,270,
50,4276,EDCS-09401397,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,C(aio) Salvio / C(ai) l(iberto) Ursulo / P(ublius) Pomponius / Saturninus / amico merenti / p(osuit),1,100,liberti/libertae
51,4278,EDCS-29200343,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,[3] Severi Perennia / [3] coniugi be[ne] / [merenti] p(osuit),126,275,mulieres;  viri
52,4283,EDCS-29200351,Apulia et Calabria / Regio II,Venosa / Venusia,40.961323,15.814863,] / Dis[3] / Ulpius Ianuarius / coniugi b(ene) m(erenti) p(osuit),151,200,mulieres;  viri
53,4774,EDCS-10401307,Aquitani(c)a,Saintes / Mediolanum Santonum,45.7420801,-0.6299329,]O[3]ALGA[3] / [3]vi veterani leg(ionis) V[3] / [missi hone]sta missione qui na[tus 3 tem]pora funx(it) sua Caius / [3 si]bi et fratri su[p]ra script(o) / [3] empinse(!) vi(v)us faciun/[dum cura]vit et sub ascia dedica/vit,71,200,
54,4831,EDCS-09401594,Arabia,Busra / Bostra,32.5191381,36.4805732,] q(ui) m(ilitare) c(oeperunt) L[aelia]n(o) / et Pasto[r]e co(n)s(ulibus) / m(issi) hon(esta) m(issione) Fusciano II / et Silano II co(n)s(ulibus) / b(ene) m(erenti),188,188,
55,4838,EDCS-20900076,Arabia,Busra / Bostra,32.5191381,36.4805732,P(ublio) Ae[l]io / Severian[o] / Maximo / leg(ato) Aug(usti) pr(o) pr(aetore) / co(n)s(uli) desig(nato) / tesserari(i) / leg(ionis) III C&lt;y=U&gt;r(enaicae) / b(ene) m(erenti),193,194,
56,5531,EDCS-08701403,Baetica,Castillo de la Monclova / Obulcula,37.5183158,-5.3143182,[Imp(erator) Caesar divi Hadriani filius divi Traiani ne]pos divi Nervae pronepos T(itus) Aelius Hadrianus A[ntoninus] / [Aug(ustus) Pius pontifex maximus tribunicia potestate X]XII co(n)s(ul) IIII p(ater) p(atriae) salutem dicit IIIIvir(is) et d[ecurionibus Obulculensium?] / [3 a] Lucilio Africano proco(n)s(ule) c(larissimo) v(iro) adversus [3] / [3 exempl]um decreti mei subici iussi haec legato [3] / [3 bene] valete Quintillo et Prisco co(n)s(ulibus) [3] / [3 be]neficium cuius auctor non probat[us esset 3] / [3 Obulcu]lensium et longa huius exaction[is consuetudine? 3] / [3 vice]simam(?) exigi post quae adiecit [3] / [6] / [Imp(erator) Caesar divi Hadriani filius divi Traiani nepos divi Nervae pr]onepos T(itus) Aelius Had[rianus Antoninus Aug(ustus) Pius] / [pontifex maximus tribunicia potestate 3 co(n)s(ul) IIII p(ater) p(atriae) salutem dicit II]IIvir(is) et de[curionibus Obulculensium?,159,159,ordo senatorius;  tituli sacri
57,5755,EDCS-09000379,Baetica,Cordoba / Corduba,37.8847985,-4.7763748,Mur(millo) / Cerinthus Ner(oniani) II / nat(ione) Graecus an(norum) XXV / Rome coniunx ben[e] / merenti de suo pos(u)it / te r(ogo) p(raeteriens) d(icas) s(it) t(ibi) t(erra) l(evis),101,150,mulieres;  viri
58,5778,EDCS-09000451,Baetica,Cordoba / Corduba,37.8847985,-4.7763748,Cn(aeus) Cacius Cn(aei) C(ai) l(ibertus) Firmo / Cn(aeus) Cacius Cn(aei) l(ibertus) Ursus / l&lt;i=U&gt;bens merito bene merenti b[e]ne referri gratiam et tibi et tuis [est?] / sed tamen et tibi hoc veniundum est / Cn(aeus) Cacius Cn(aei) l(ibertus) Quietus / [,31,70,liberti/libertae
59,5780,EDCS-09000462,Baetica,Cordoba / Corduba,37.8847985,-4.7763748,Memor(iae) aetern(ae) / Clod(iae) Euporiae ann(orum) / XXXX dies(!) XXVIII / castae et abstinentis bonae / indolis matronae nec alie/ni cupida par opinionis suae / sancta in coniuge(!) pia quoq(ue) / natae famulisq(ue) benigna / obsequentissima dignis hanc / omnis aetas amavit quae mu/tata patria casu rapta mane[t] / relictaq(ue) nata reddidit in pe/regre plura meruisti mari/to digna testimonio eius ut / [2]CV[3] in saeculo mater / Cast[3] maritae incompara/bili [mat]r(i?) castissimae fecit,201,300,mulieres;  viri
60,5802,EDCS-09000566,Baetica,Cordoba / Corduba,37.8847985,-4.7763748,Nominibus cunctis digno laudata pud[ore] / Servilia inmiti funere rapta iacet / coniunx dulcis obi(i)t mater pia nata probanda / cara soror veris mentis honesta bonis / custos sancta domus vita miranda pudica / conspicuum species qu(a)e parat ipsa decus{s} / facta quater solito Lucinae numine mater / pignoribus cecidit semper amanda probis / infelix pater et genetrix sua volnera deflent / deflent germani tempora maesta genis,71,130,carmina;  mulieres;  viri
